payment_month_year,merchant_id,total_order_count,order_count_w_delivery,order_count_w_rto,email,email_cc,name,rto_invoiced,reminder_sent,rto_amount,invoice_status,status,order_percentage
2023-07,ITMw84kujaCKhO,379,44,44,suryakant@meenabazaar.shop ,,Meena Bazaar ,,2024-05-14,11000.0,,Pending status,0.1161
2023-07,IoHIhwtDlPuhkJ,39,27,2,sixbyelevenstudio@gmail.com,,Divyesh Doshi HUF,,2024-05-14,160.0,,Pending status,0.6923
2023-07,J48RMdC1b73dYg,733,505,60,sarvodayamindia@gmail.com,,SARVODAYAM MEDICALS INDIA PRIVATE LIMITED,,2024-05-14,4900.0,,Pending status,0.6889
2023-07,JNrymGlbgxRl04,191,191,7,vidushi@isakfragrances.com,,ISAK AROMAS PRIVATE LIMITED,2023-10-29,2023-09-14,447.96000000000004,Success,,1.0
2023-07,JWOhiDzI1AfUCS,4,4,1,info@sneakare.com,krishnav@sneakare.com,BUILDOUT RETAIL PRIVATE LIMITED,2023-08-16,2023-09-14,44.0,Success,,1.0
2023-07,Je6WBJUrSvp7Ut,32,31,5,akj@rasoishop.com,,RASOISHOP VENTURES PRIVATE LIMITED,2023-10-29,2023-09-14,625.0,Success,,0.9688
2023-07,JkuJOHbtFLHR1p,454,20,20,pgm@nutcaseshop.com,snp.billing@gmail.com,SNP ENTERPRISE,,2023-09-14,2000.0,Success,,0.0441
2023-07,JndcnDLnC64PHT,166,0,0,"ronak@shopmistry.com
",nupur@shopmistry.com,Mistry Accessories,,2024-05-14,0.0,,Pending status,0.0
2023-07,KV9N7Dk5Fe5OSm,290,0,0,petolyrazorpay@gmail.com,,OLYMPIA INDUSTRIES LIMITED,,2024-05-14,0.0,,Pending status,0.0
2023-08,4af5pL6Gz4AElE,8,8,1,kausshal@teabox.com,diwaker@teabox.com,Teabox,2023-09-14,,150.0,Success,,1.0
2023-08,CHRCWLxe4ER5GP,20,18,0,hello@livingwaters.co.in ,,Living Waters Creative Studio,,2024-05-14,0.0,,Incorrect status,0.9
2023-08,ChdCdGm7TvuVk6,34,0,0,dharini.bajaj@imaginemarketingindia.com,,IMAGINE MARKETING LIMITED,,2024-05-14,0.0,,Pending status,0.0
2023-08,CjaeQlPFXFvaLN,662,662,113,karishma@faebeauty.in,mayur@faebeauty.in ,FAE BEAUTY PRIVATE LIMITED,2023-10-29,,6548.429999999999,Success,,1.0
2023-08,CtHTcKWCa4ZDeF,167,149,21,shwetashivkumar@ymail.com,,whysoblue,2023-10-29,,4200.0,Success,,0.8922
2023-08,CyFgPUrwzJ5VhG,667,651,69,vidhi@oleumcottage.com,,Cocoburra Cosmeceuticals Private Ltd.,2024-05-31,2024-05-14,5520.0,Success,Successful,0.976
2023-08,DRA8pvry1C4oTC,1739,1732,173,abhishek@arborealstevia.com,accounts@arborealstevia.com,Arboreal Bioinnovations Pvt Ltd,2023-10-29,,21625.0,Success,,0.996
2023-08,DUKiYoYvbaUXud,412,2,2,folliculartechnologies@gmail.com,,follicular technologies private limited,,2024-05-14,150.0,,Pending status,0.0049
2023-08,DkYdOAXPbbqFwT,778,776,117,ankit.mondal@rekhta.org,avisar.diwaker@rekhta.org,Rekhta Foundation,2023-10-19,,7020.0,Success,,0.9974
2023-08,Dq1Jah4WlPL0qX,84,0,0,karan.jain@goodbrandsindia.com,,Good brands for a healthy life Pvt. Ltd.,,2024-05-14,0.0,,Pending status,0.0
2023-08,EJu3xUe1qpgeB8,213,213,38,gauravkhurana1987@gmail.com,,Aganya Kreations,2023-10-29,,4750.0,Success,,1.0
2023-08,EfPwexBImj5oxv,8,0,0,glacerceramic@gmail.com,,Glacer Ceramic,,2024-05-14,0.0,,Pending status,0.0
2023-08,EyqQxodBBBYpm6,1572,543,155,fullyfilmy.in@gmail.com,,Plan Z Digital Private Limited,,2024-05-14,12400.0,,Pending status,0.3454
2023-08,FGmEEx9rbF5e8F,171,161,46,mail.ecentric@gmail.com,salendra@ecentric.in,Ecentric India Pvt Ltd,2023-10-19,,3450.0,Success,,0.9415
2023-08,FQLy8isl8cBT4q,2083,1693,410,gokulraj@cookdtv.com,,Cookd Ventures Private Limited,2023-10-29,,22550.0,Success,,0.8128
2023-08,FiVc88jM7AeSta,94,18,7,punammetalcrafts@gmail.com,,Punam Metalcrafts,,2024-05-14,1365.52,,Pending status,0.1915
2023-08,FjdlljXBLPV7rF,1737,1737,290,sunmoonorganics@gmail.com,,Sunmoon Organics,2023-10-29,,6600.0,Success,,1.0
2023-08,G4WBGNh0UU0RUp,1858,1858,293,support@stylefeathers.com,,Style Feathers,2023-11-18,2023-11-14,16637.56,Success,,1.0
2023-08,G6XfSND0uWWQzn,17,0,0,ashwath@advaitindia.com,,Advait Fashion Management Pvt Ltd,,2024-05-14,0.0,,Pending status,0.0
2023-08,GU1l44CZy5ajTk,4,4,0,info@quickpharmacy.in,,BOXOFHEALTH INDIA PRIVATE LIMITED,,2024-05-14,0.0,,Incorrect status,1.0
2023-08,GX2Z0I7L07K19g,19,4,4,"info@notsosure.in
",,NOTSOSURE,,2024-05-14,1000.0,,Pending status,0.2105
2023-08,GYxvSchZt2syEE,929,0,0,divakar.venkat@hh.global,,HEALTH AND HAPPINESS (H&H) TRADING INDIA PRIVATE LIMITED,,2024-05-14,0.0,,Pending status,0.0
2023-08,GaFX8ZqIdqtVd0,615,481,0,wearhousewolves@gmail.com,,Wearhouse wolves,,2024-05-14,0.0,,Pending status,0.7821
2023-08,Glk1BQ6cvvA8DJ,765,725,167,jhashankgupta@gmail.com,,Lazo,2023-11-30,2023-11-28,13360.0,Success,,0.9477
2023-08,HDo52FrQhJj1iQ,1192,946,0,vimal@awesomefab.in,,AWESOMEFAB SHOPPING PRIVATE LIMITED,,2024-05-14,0.0,,Pending status,0.7936
2023-08,HJHvrI58d1PqIe,642,624,88,japjeet@fflirtygo.com,,Graffiti,2023-10-29,,7040.0,Success,,0.972
2023-08,HakfWT9UoxpRxO,401,214,74,organikobl@gmail.com,,BEAUTILISHIYA PRODUCTS PRIVATE LIMITED,,2024-05-14,1110.0,,Pending status,0.5337
2023-08,HqywhSmhfWBnE5,1324,0,0,smitgada15@gmail.com,,ZIVIRA FASHION,,2024-05-14,0.0,,Pending status,0.0
2023-08,HwvQnDULtFSfih,374,0,0,nikita@truvitals.in,,NIARA HEALTHCARE PRIVATE LIMITED,,2024-05-14,0.0,,Pending status,0.0
2023-08,ICmqJzaoWUpyj6,42,0,0,chirag@mendeserve.com,,YOUNG ELEGANCE LIFE CARE,,2024-05-14,0.0,,Pending status,0.0
2023-08,IEJDxs6E57EG8a,142,141,23,info@7-10.in,,Sanghvi Erectors Pvt Limited,2023-10-29,,2875.0,Success,,0.993
2023-08,IJosFOZfgVbMAM,260,260,46,krish@assemblytravel.com ,adarsh@assemblytravel.com,DISMANTLE DIGITAL PRIVATE LIMITED,2023-11-18,2023-11-14,16100.0,Success,,1.0
2023-08,ITMw84kujaCKhO,484,67,67,suryakant@meenabazaar.shop ,,Meena Bazaar ,,2024-05-14,16750.0,,Pending status,0.1384
2023-08,IoHIhwtDlPuhkJ,139,115,22,sixbyelevenstudio@gmail.com,,Divyesh Doshi HUF,2023-10-29,,1760.0,Success,,0.8273
2023-08,J48RMdC1b73dYg,642,341,0,sarvodayamindia@gmail.com,,SARVODAYAM MEDICALS INDIA PRIVATE LIMITED,,2024-05-14,0.0,,Pending status,0.5312
2023-08,JNrymGlbgxRl04,120,120,12,vidushi@isakfragrances.com,,ISAK AROMAS PRIVATE LIMITED,2023-10-29,,879.22,Success,,1.0
2023-08,JWOhiDzI1AfUCS,13,13,1,info@sneakare.com,krishnav@sneakare.com,BUILDOUT RETAIL PRIVATE LIMITED,2023-09-14,,100.0,Success,,1.0
2023-08,Je6WBJUrSvp7Ut,58,53,3,akj@rasoishop.com,,RASOISHOP VENTURES PRIVATE LIMITED,2023-10-29,,375.0,Success,,0.9138
2023-08,JkuJOHbtFLHR1p,444,352,26,pgm@nutcaseshop.com,snp.billing@gmail.com,SNP ENTERPRISE,2024-04-24,2024-04-14,2600.0,Success,Manual_Override,0.7928
2023-08,JndcnDLnC64PHT,11,0,0,"ronak@shopmistry.com
",nupur@shopmistry.com,Mistry Accessories,,2024-05-14,0.0,,Pending status,0.0
2023-08,KABgOiTSz8qYnv,129,127,46,smilignerscorp@gmail.com,,Smiligners,2023-10-29,,1380.0,Success,,0.9845
2023-08,KV9N7Dk5Fe5OSm,227,0,0,petolyrazorpay@gmail.com,,OLYMPIA INDUSTRIES LIMITED,,2024-05-14,0.0,,Pending status,0.0
2023-08,Kb86PrdlM26Wf5,223,188,77,stephen.r@breakbounce.com,,GBL RIGEL PRIVATE LIMITED,2023-11-30,2023-11-28,5775.0,Success,,0.843
2023-09,ChdCdGm7TvuVk6,1,0,0,dharini.bajaj@imaginemarketingindia.com,,IMAGINE MARKETING LIMITED,,2024-05-14,0.0,,Pending status,0.0
2023-09,CjaeQlPFXFvaLN,622,620,74,karishma@faebeauty.in,mayur@faebeauty.in ,FAE BEAUTY PRIVATE LIMITED,2023-10-29,,4136.400000000001,Success,,0.9968
2023-09,CtHTcKWCa4ZDeF,155,149,22,shwetashivkumar@ymail.com,,whysoblue,2023-10-29,,4400.0,Success,,0.9613
2023-09,CyFgPUrwzJ5VhG,536,506,58,vidhi@oleumcottage.com,,Cocoburra Cosmeceuticals Private Ltd.,2024-05-31,2024-05-14,4640.0,Success,Successful,0.944
2023-09,DRA8pvry1C4oTC,1475,1473,157,abhishek@arborealstevia.com,accounts@arborealstevia.com,Arboreal Bioinnovations Pvt Ltd,2023-10-29,,19625.0,Success,,0.9986
2023-09,DUKiYoYvbaUXud,1,0,0,folliculartechnologies@gmail.com,,follicular technologies private limited,,2024-05-14,0.0,,Pending status,0.0
2023-09,DkYdOAXPbbqFwT,825,825,97,ankit.mondal@rekhta.org,avisar.diwaker@rekhta.org,Rekhta Foundation,2023-10-19,,5820.0,Success,,1.0
2023-09,Dq1Jah4WlPL0qX,468,0,0,karan.jain@goodbrandsindia.com,,Good brands for a healthy life Pvt. Ltd.,,2024-05-14,0.0,,Pending status,0.0
2023-09,EJu3xUe1qpgeB8,334,332,58,gauravkhurana1987@gmail.com,,Aganya Kreations,2023-10-29,,7250.0,Success,,0.994
2023-09,EyqQxodBBBYpm6,1041,490,162,fullyfilmy.in@gmail.com,,Plan Z Digital Private Limited,,2024-05-14,12960.0,,Pending status,0.4707
2023-09,FGmEEx9rbF5e8F,173,170,52,mail.ecentric@gmail.com,salendra@ecentric.in,Ecentric India Pvt Ltd,2023-10-30,2023-10-29,3600.0,Success,,0.9827
2023-09,FQLy8isl8cBT4q,3646,2823,815,gokulraj@cookdtv.com,,Cookd Ventures Private Limited,,2024-05-14,44825.0,,Pending status,0.7743
2023-09,FiVc88jM7AeSta,87,15,10,punammetalcrafts@gmail.com,,Punam Metalcrafts,,2024-05-14,2100.01,,Pending status,0.1724
2023-09,FjdlljXBLPV7rF,1814,1792,259,sunmoonorganics@gmail.com,,Sunmoon Organics,2023-10-29,,6550.0,Success,,0.9879
2023-09,G4WBGNh0UU0RUp,1668,1348,375,support@stylefeathers.com,,Style Feathers,2023-10-29,2023-10-15,19539.61,Success,,0.8082
2023-09,G6XfSND0uWWQzn,16,0,0,ashwath@advaitindia.com,,Advait Fashion Management Pvt Ltd,,2024-05-14,0.0,,Pending status,0.0
2023-09,GGONsupA74tYXV,340,330,3,info@digitalsellpro.com,sunny.makhija@digitalsellpro.com ,SELLPRO COMMERCE PRIVATE LIMITED,2023-10-24,,240.0,Success,,0.9706
2023-09,GU1l44CZy5ajTk,5,5,0,info@quickpharmacy.in,,BOXOFHEALTH INDIA PRIVATE LIMITED,,2024-05-14,0.0,,Incorrect status,1.0
2023-09,GX2Z0I7L07K19g,27,2,2,"info@notsosure.in
",,NOTSOSURE,,2024-05-14,500.0,,Pending status,0.0741
2023-09,GYxvSchZt2syEE,942,0,0,divakar.venkat@hh.global,,HEALTH AND HAPPINESS (H&H) TRADING INDIA PRIVATE LIMITED,,2024-05-14,0.0,,Pending status,0.0
2023-09,GaFX8ZqIdqtVd0,504,374,0,wearhousewolves@gmail.com,,Wearhouse wolves,,2024-05-14,0.0,,Pending status,0.7421
2023-09,Glk1BQ6cvvA8DJ,822,749,147,jhashankgupta@gmail.com,,Lazo,2023-12-01,2023-11-28,11760.0,Success,,0.9112
2023-09,HJHvrI58d1PqIe,415,414,65,japjeet@fflirtygo.com,,Graffiti,2023-10-29,,5200.0,Success,,0.9976
2023-09,HakfWT9UoxpRxO,283,161,65,organikobl@gmail.com,,BEAUTILISHIYA PRODUCTS PRIVATE LIMITED,,2024-05-14,810.0,,Pending status,0.5689
2023-09,HkhexJSLXjxnVH,4,2,0,metrixretails@gmail.com,,METRIX RETAILS,,2024-05-14,0.0,,Pending status,0.5
2023-09,HqywhSmhfWBnE5,381,0,0,smitgada15@gmail.com,,ZIVIRA FASHION,,2024-05-14,0.0,,Pending status,0.0
2023-09,HwvQnDULtFSfih,241,0,0,nikita@truvitals.in,,NIARA HEALTHCARE PRIVATE LIMITED,,2024-05-14,0.0,,Pending status,0.0
2023-09,ICmqJzaoWUpyj6,42,0,0,chirag@mendeserve.com,,YOUNG ELEGANCE LIFE CARE,,2024-05-14,0.0,,Pending status,0.0
2023-09,IEJDxs6E57EG8a,132,132,28,info@7-10.in,,Sanghvi Erectors Pvt Limited,2023-11-18,2023-11-14,3500.0,Success,,1.0
2023-09,IJosFOZfgVbMAM,232,232,33,krish@assemblytravel.com ,adarsh@assemblytravel.com,DISMANTLE DIGITAL PRIVATE LIMITED,2023-11-18,2023-11-14,10850.0,Success,,1.0
2023-09,IRNe12O1nqpPQL,291,0,0,jovita@bartisans.in,,ROUND THE COCKTAILS PRIVATE LIMITED,,2024-05-14,0.0,,Pending status,0.0
2023-09,ITMw84kujaCKhO,422,48,48,suryakant@meenabazaar.shop ,,Meena Bazaar ,,2024-05-14,12000.0,,Pending status,0.1137
2023-09,IoHIhwtDlPuhkJ,125,77,11,sixbyelevenstudio@gmail.com,,Divyesh Doshi HUF,,2024-05-14,800.0,,Pending status,0.616
2023-09,J48RMdC1b73dYg,679,376,0,sarvodayamindia@gmail.com,,SARVODAYAM MEDICALS INDIA PRIVATE LIMITED,,2024-05-14,0.0,,Pending status,0.5538
2023-09,JNrymGlbgxRl04,66,66,4,vidushi@isakfragrances.com,,ISAK AROMAS PRIVATE LIMITED,2023-10-29,,202.72000000000003,Success,,1.0
2023-09,JWOhiDzI1AfUCS,3,2,0,info@sneakare.com,krishnav@sneakare.com,BUILDOUT RETAIL PRIVATE LIMITED,,2024-05-14,0.0,,Pending status,0.6667
2023-09,Je6WBJUrSvp7Ut,96,70,14,akj@rasoishop.com,,RASOISHOP VENTURES PRIVATE LIMITED,,2024-05-14,1750.0,,Pending status,0.7292
2023-09,JkuJOHbtFLHR1p,305,205,15,pgm@nutcaseshop.com,snp.billing@gmail.com,SNP ENTERPRISE,2024-04-24,2024-04-14,1500.0,Success,Manual_Override,0.6721
2023-09,KABgOiTSz8qYnv,44,43,16,smilignerscorp@gmail.com,,Smiligners,2023-10-29,,480.0,Success,,0.9773
2023-09,KV9N7Dk5Fe5OSm,245,0,0,petolyrazorpay@gmail.com,,OLYMPIA INDUSTRIES LIMITED,,2024-05-14,0.0,,Pending status,0.0
2023-09,Kb86PrdlM26Wf5,168,154,64,stephen.r@breakbounce.com,,GBL RIGEL PRIVATE LIMITED,2023-12-30,2023-12-28,4800.0,Success,,0.9167
2023-09,KcOxexsd6DtRgb,5,0,0,natureplants07@gmail.com,,Nature Plants,,2024-05-14,0.0,,Pending status,0.0
2023-10,AgY9h3XkrOi3Iz,693,557,13,ankit.jain@wonderchef.in ,karan.singh@wonderchef.in,TREASURE RETAIL PRIVATE LIMITED,2023-12-03,2023-11-28,1040.0,Success,,0.8038
2023-10,CjaeQlPFXFvaLN,1378,1374,224,karishma@faebeauty.in,mayur@faebeauty.in ,FAE BEAUTY PRIVATE LIMITED,2023-11-14,,12350.380000000001,Success,,0.9971
2023-10,CtHTcKWCa4ZDeF,95,91,7,shwetashivkumar@ymail.com,,whysoblue,2023-11-14,,1400.0,Success,,0.9579
2023-10,CyFgPUrwzJ5VhG,684,649,82,vidhi@oleumcottage.com,,Cocoburra Cosmeceuticals Private Ltd.,2023-12-03,2023-11-28,6560.0,Success,,0.9488
2023-10,DRA8pvry1C4oTC,1637,1636,141,abhishek@arborealstevia.com,accounts@arborealstevia.com,Arboreal Bioinnovations Pvt Ltd,2023-11-14,,17625.0,Success,,0.9994
2023-10,DkYdOAXPbbqFwT,660,660,94,ankit.mondal@rekhta.org,avisar.diwaker@rekhta.org,Rekhta Foundation,2023-11-14,,5640.0,Success,,1.0
2023-10,Dq1Jah4WlPL0qX,380,0,0,karan.jain@goodbrandsindia.com,,Good brands for a healthy life Pvt. Ltd.,,2024-05-14,0.0,,Pending status,0.0
2023-10,Dq7VZ3fMp7qQQ7,187,184,40,sugandhini@thehadenaturals.com,,The Hade,2023-11-14,,2043.7099999999998,Success,,0.984
2023-10,E2NWmnnFI68dlm,68,68,9,tasuvure@gmail.com,arnavsaraf1309@gmail.com,HI LIFE EXPORTS PRIVATE LIMITED,2024-02-01,2024-01-28,3150.0,Success,,1.0
2023-10,EJu3xUe1qpgeB8,408,408,73,gauravkhurana1987@gmail.com,,Aganya Kreations,2023-11-14,,9125.0,Success,,1.0
2023-10,EyqQxodBBBYpm6,1240,529,155,fullyfilmy.in@gmail.com,,Plan Z Digital Private Limited,,2024-05-14,12400.0,,Pending status,0.4266
2023-10,FGmEEx9rbF5e8F,145,145,35,mail.ecentric@gmail.com,salendra@ecentric.in,Ecentric India Pvt Ltd,2023-11-23,2023-11-14,1875.0,Success,,1.0
2023-10,FQLy8isl8cBT4q,3326,2604,872,gokulraj@cookdtv.com,,Cookd Ventures Private Limited,,2024-05-14,47960.0,,Pending status,0.7829
2023-10,FiVc88jM7AeSta,122,14,9,punammetalcrafts@gmail.com,,Punam Metalcrafts,,2024-05-14,2096.1800000000003,,Pending status,0.1148
2023-10,G4WBGNh0UU0RUp,1958,1957,390,support@stylefeathers.com,,Style Feathers,2023-11-18,2023-11-14,20156.7,Success,,0.9995
2023-10,G6XfSND0uWWQzn,15,0,0,ashwath@advaitindia.com,,Advait Fashion Management Pvt Ltd,,2024-05-14,0.0,,Pending status,0.0
2023-10,GGONsupA74tYXV,175,0,0,info@digitalsellpro.com,sunny.makhija@digitalsellpro.com ,SELLPRO COMMERCE PRIVATE LIMITED,,2024-05-14,0.0,,Pending status,0.0
2023-10,GU1l44CZy5ajTk,2,2,0,info@quickpharmacy.in,,BOXOFHEALTH INDIA PRIVATE LIMITED,,2024-05-14,0.0,,Incorrect status,1.0
2023-10,GX2Z0I7L07K19g,16,0,0,"info@notsosure.in
",,NOTSOSURE,,2024-05-14,0.0,,Pending status,0.0
2023-10,GYxvSchZt2syEE,824,0,0,divakar.venkat@hh.global,,HEALTH AND HAPPINESS (H&H) TRADING INDIA PRIVATE LIMITED,,2024-05-14,0.0,,Pending status,0.0
2023-10,GaFX8ZqIdqtVd0,581,447,0,wearhousewolves@gmail.com,,Wearhouse wolves,,2024-05-14,0.0,,Pending status,0.7694
2023-10,Glk1BQ6cvvA8DJ,845,763,209,jhashankgupta@gmail.com,,Lazo,2023-11-30,2023-11-28,16720.0,Success,,0.903
2023-10,HD1eg1yHtJmz5O,240,239,36,ibcorporation@live.com,,I B CORPORATION,2024-01-07,2023-12-28,3600.0,Success,,0.9958
2023-10,HJHvrI58d1PqIe,1308,1256,226,japjeet@fflirtygo.com,,Graffiti,2023-11-25,2023-11-14,18080.0,Success,,0.9602
2023-10,HakfWT9UoxpRxO,189,124,57,organikobl@gmail.com,,BEAUTILISHIYA PRODUCTS PRIVATE LIMITED,,2024-05-14,420.0,,Pending status,0.6561
2023-10,HkhexJSLXjxnVH,10,9,0,metrixretails@gmail.com,,METRIX RETAILS,,2024-05-14,0.0,,Incorrect status,0.9
2023-10,HwvQnDULtFSfih,213,0,0,nikita@truvitals.in,,NIARA HEALTHCARE PRIVATE LIMITED,,2024-05-14,0.0,,Pending status,0.0
2023-10,ICmqJzaoWUpyj6,49,0,0,chirag@mendeserve.com,,YOUNG ELEGANCE LIFE CARE,,2024-05-14,0.0,,Pending status,0.0
2023-10,IEJDxs6E57EG8a,130,130,28,info@7-10.in,,Sanghvi Erectors Pvt Limited,2023-11-25,2023-11-14,3500.0,Success,,1.0
2023-10,IJosFOZfgVbMAM,262,260,47,krish@assemblytravel.com ,adarsh@assemblytravel.com,DISMANTLE DIGITAL PRIVATE LIMITED,2024-02-29,2024-02-28,12950.0,Success,,0.9924
2023-10,INmSeldc63QJ9j,521,126,64,kayaeretailpvtltd@gmail.com,,KAYAERETAIL,,2024-05-14,6400.0,,Pending status,0.2418
2023-10,IRNe12O1nqpPQL,387,0,0,jovita@bartisans.in,,ROUND THE COCKTAILS PRIVATE LIMITED,,2024-05-14,0.0,,Pending status,0.0
2023-10,ITMw84kujaCKhO,372,41,41,suryakant@meenabazaar.shop ,,Meena Bazaar ,,2024-05-14,10250.0,,Pending status,0.1102
2023-10,J48RMdC1b73dYg,824,489,0,sarvodayamindia@gmail.com,,SARVODAYAM MEDICALS INDIA PRIVATE LIMITED,,2024-05-14,0.0,,Pending status,0.5934
2023-10,JNrymGlbgxRl04,56,56,4,vidushi@isakfragrances.com,,ISAK AROMAS PRIVATE LIMITED,2023-11-14,,208.96,Success,,1.0
2023-10,Je6WBJUrSvp7Ut,110,102,16,akj@rasoishop.com,,RASOISHOP VENTURES PRIVATE LIMITED,2023-11-14,,2000.0,Success,,0.9273
2023-10,JkuJOHbtFLHR1p,186,95,7,pgm@nutcaseshop.com,snp.billing@gmail.com,SNP ENTERPRISE,2024-04-24,2024-04-14,700.0,Success,Manual_Override,0.5108
2023-10,KABgOiTSz8qYnv,24,24,7,smilignerscorp@gmail.com,,Smiligners,2023-11-14,,210.0,Success,,1.0
2023-10,KSNr9V17ZQl5YV,5,5,2,admin@clanshoes.com,,C7 COMMERCE PRIVATE LIMITED,2023-11-17,2023-11-14,700.0,Success,,1.0
2023-10,KV9N7Dk5Fe5OSm,212,0,0,petolyrazorpay@gmail.com,,OLYMPIA INDUSTRIES LIMITED,,2024-05-14,0.0,,Pending status,0.0
2023-10,Kb86PrdlM26Wf5,286,259,127,stephen.r@breakbounce.com,,GBL RIGEL PRIVATE LIMITED,2023-12-30,2023-12-28,9525.0,Success,,0.9056
2023-10,KcOxexsd6DtRgb,6,2,1,natureplants07@gmail.com,,Nature Plants,,2024-05-14,0.0,,Pending status,0.3333
2023-11,AgY9h3XkrOi3Iz,1505,1291,134,ankit.jain@wonderchef.in ,karan.singh@wonderchef.in,TREASURE RETAIL PRIVATE LIMITED,2023-12-14,,10720.0,Success,,0.8578
2023-11,CjaeQlPFXFvaLN,1173,1172,183,karishma@faebeauty.in,mayur@faebeauty.in ,FAE BEAUTY PRIVATE LIMITED,2023-12-14,,10563.099999999999,Success,,0.9991
2023-11,CtHTcKWCa4ZDeF,54,49,11,shwetashivkumar@ymail.com,,whysoblue,2023-12-14,,2200.0,Success,,0.9074
2023-11,CyFgPUrwzJ5VhG,577,559,66,vidhi@oleumcottage.com,,Cocoburra Cosmeceuticals Private Ltd.,2023-12-14,,5280.0,Success,,0.9688
2023-11,DRA8pvry1C4oTC,1358,1353,137,abhishek@arborealstevia.com,accounts@arborealstevia.com,Arboreal Bioinnovations Pvt Ltd,2023-12-14,,17125.0,Success,,0.9963
2023-11,DkYdOAXPbbqFwT,441,439,65,ankit.mondal@rekhta.org,avisar.diwaker@rekhta.org,Rekhta Foundation,2023-12-14,,3900.0,Success,,0.9955
2023-11,Dq1Jah4WlPL0qX,1,0,0,karan.jain@goodbrandsindia.com,,Good brands for a healthy life Pvt. Ltd.,,2024-05-14,0.0,,Pending status,0.0
2023-11,Dq7VZ3fMp7qQQ7,422,418,95,sugandhini@thehadenaturals.com,,The Hade,2023-12-14,,6299.579999999999,Success,,0.9905
2023-11,E2NWmnnFI68dlm,75,75,16,tasuvure@gmail.com,arnavsaraf1309@gmail.com,HI LIFE EXPORTS PRIVATE LIMITED,2024-02-01,2024-01-28,5600.0,Success,,1.0
2023-11,EJu3xUe1qpgeB8,358,356,67,gauravkhurana1987@gmail.com,,Aganya Kreations,2023-12-14,,8375.0,Success,,0.9944
2023-11,EyqQxodBBBYpm6,1611,742,194,fullyfilmy.in@gmail.com,,Plan Z Digital Private Limited,,2024-05-14,15520.0,,Pending status,0.4606
2023-11,FGmEEx9rbF5e8F,105,105,16,mail.ecentric@gmail.com,salendra@ecentric.in,Ecentric India Pvt Ltd,2023-12-17,2023-12-14,1050.0,Success,,1.0
2023-11,FQLy8isl8cBT4q,3451,2725,842,gokulraj@cookdtv.com,,Cookd Ventures Private Limited,,2024-05-14,46310.0,,Pending status,0.7896
2023-11,FiVc88jM7AeSta,106,8,6,punammetalcrafts@gmail.com,,Punam Metalcrafts,,2024-05-14,1500.0,,Pending status,0.0755
2023-11,G4WBGNh0UU0RUp,766,624,138,support@stylefeathers.com,,Style Feathers,2023-12-14,,7054.51,Success,,0.8146
2023-11,G6XfSND0uWWQzn,13,0,0,ashwath@advaitindia.com,,Advait Fashion Management Pvt Ltd,,2024-05-14,0.0,,Pending status,0.0
2023-11,GGONsupA74tYXV,154,0,0,info@digitalsellpro.com,sunny.makhija@digitalsellpro.com ,SELLPRO COMMERCE PRIVATE LIMITED,,2024-05-14,0.0,,Pending status,0.0
2023-11,GU1l44CZy5ajTk,5,4,0,info@quickpharmacy.in,,BOXOFHEALTH INDIA PRIVATE LIMITED,,2024-05-14,0.0,,Incorrect status,0.8
2023-11,GX2Z0I7L07K19g,13,0,0,"info@notsosure.in
",,NOTSOSURE,,2024-05-14,0.0,,Pending status,0.0
2023-11,GYxvSchZt2syEE,511,1,0,divakar.venkat@hh.global,,HEALTH AND HAPPINESS (H&H) TRADING INDIA PRIVATE LIMITED,,2024-05-14,0.0,,Pending status,0.002
2023-11,GaFX8ZqIdqtVd0,449,333,0,wearhousewolves@gmail.com,,Wearhouse wolves,,2024-05-14,0.0,,Pending status,0.7416
2023-11,Glk1BQ6cvvA8DJ,708,660,157,jhashankgupta@gmail.com,,Lazo,2023-12-14,,12560.0,Success,,0.9322
2023-11,HD1eg1yHtJmz5O,324,323,51,ibcorporation@live.com,,I B CORPORATION,2024-01-07,2023-12-28,5100.0,Success,,0.9969
2023-11,HJHvrI58d1PqIe,1826,1721,681,japjeet@fflirtygo.com,,Graffiti,2023-12-14,,54480.0,Success,,0.9425
2023-11,HakfWT9UoxpRxO,162,102,54,organikobl@gmail.com,,BEAUTILISHIYA PRODUCTS PRIVATE LIMITED,,2024-05-14,270.0,,Pending status,0.6296
2023-11,HkhexJSLXjxnVH,12,5,0,metrixretails@gmail.com,,METRIX RETAILS,,2024-05-14,0.0,,Pending status,0.4167
2023-11,HwvQnDULtFSfih,211,0,0,nikita@truvitals.in,,NIARA HEALTHCARE PRIVATE LIMITED,,2024-05-14,0.0,,Pending status,0.0
2023-11,ICmqJzaoWUpyj6,27,0,0,chirag@mendeserve.com,,YOUNG ELEGANCE LIFE CARE,,2024-05-14,0.0,,Pending status,0.0
2023-11,IEJDxs6E57EG8a,154,154,29,info@7-10.in,,Sanghvi Erectors Pvt Limited,2023-12-21,2023-12-14,3625.0,Success,,1.0
2023-11,IJosFOZfgVbMAM,515,509,70,krish@assemblytravel.com ,adarsh@assemblytravel.com,DISMANTLE DIGITAL PRIVATE LIMITED,2024-02-29,2024-02-28,23100.0,Success,,0.9883
